,Unnamed: 0,League,Year,Season,Type,blueTeamTag,bResult,rResult,redTeamTag,gamelength,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,Address,Date
3262,3262,LCK,2017,Summer,Season,SKT,0,1,SSG,41,Huni,Fiora,Blank,RekSai,Faker,Kassadin,Bang,Kalista,Wolf,Rakan,CuVee,Camille,Ambition,Sejuani,Crown,Taliyah,Ruler,Varus,CoreJJ,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300189?gameHash=176e553ed0ffee0b,7/13/2017
3263,3263,LCK,2017,Summer,Season,SSG,1,0,SKT,26,CuVee,Camille,Ambition,Sejuani,Crown,Taliyah,Ruler,Varus,CoreJJ,Braum,Huni,Fiora,Blank,LeeSin,Faker,Corki,Bang,Kalista,Wolf,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300195?gameHash=bdd456dbbc6d3cda,7/13/2017
3264,3264,LCK,2017,Summer,Season,bbq,1,0,JAG,41,Crazy,Jayce,Bless,Elise,Tempt,Taliyah,Ghost,Twitch,Totoro,Braum,SoHwan,Rumble,UmTi,LeeSin,Kuzan,Lucian,Teddy,Kalista,SnowFlower,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300326?gameHash=597dcd0931879f81,7/15/2017
3265,3265,LCK,2017,Summer,Season,JAG,0,1,bbq,37,ikssu,Gnar,Raise,Gragas,Kuzan,Viktor,Teddy,Jhin,SnowFlower,Zyra,Crazy,Camille,Bless,RekSai,Tempt,Galio,Ghost,KogMaw,Totoro,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300361?gameHash=3df6d01c4eaea352,7/15/2017
3266,3266,LCK,2017,Summer,Season,AFs,1,0,SKT,34,MaRin,JarvanIV,Spirit,Rumble,Kuro,Corki,Kramer,Kalista,TusiN,Alistar,Huni,Shen,Peanut,LeeSin,Faker,Taliyah,Bang,KogMaw,Wolf,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300367?gameHash=b04ea156878b56b6,7/15/2017
3267,3267,LCK,2017,Summer,Season,SKT,0,1,AFs,41,Untara,Jax,Peanut,Gragas,Faker,Taliyah,Bang,Ashe,Wolf,Lulu,MaRin,JarvanIV,Spirit,Elise,Kuro,Kassadin,Kramer,Xayah,TusiN,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300389?gameHash=20a27ef4623440ff,7/15/2017
3268,3268,LCK,2017,Summer,Season,MVP,0,1,ROX,51,ADD,Jax,Beyond,RekSai,Ian,Taliyah,MaHa,Kalista,Max,Taric,Shy,JarvanIV,SeongHwan,Sejuani,Lava,Karma,Sangyoon,Tristana,Key,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/310520?gameHash=a9320d5515db6450,7/16/2017
3269,3269,LCK,2017,Summer,Season,ROX,1,0,MVP,32,Shy,JarvanIV,SeongHwan,Sejuani,Lava,Orianna,Sangyoon,Jinx,Key,Braum,ADD,Jax,Beyond,RekSai,Ian,Corki,MaHa,Tristana,Max,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/310535?gameHash=500e474526879b16,7/16/2017
3270,3270,LCK,2017,Summer,Season,kt,1,0,EEW,29,Smeb,JarvanIV,Score,Zac,Pawn,Leblanc,Deft,Kalista,Mata,Rakan,Kiin,Camille,Malrang,Jayce,Cepted,Orianna,DeuL,KogMaw,Ella,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/310537?gameHash=5c936acc29cae67e,7/16/2017
3271,3271,LCK,2017,Summer,Season,EEW,1,0,kt,47,Kiin,Jax,Malrang,JarvanIV,Cepted,AurelionSol,DeuL,KogMaw,Ella,Thresh,Smeb,Camille,Score,Sejuani,Pawn,Taliyah,Deft,Kalista,Mata,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/310555?gameHash=8dcadadf7e663fa3,7/16/2017
3272,3272,LCK,2017,Summer,Season,kt,1,0,EEW,30,Smeb,JarvanIV,Score,Gragas,Pawn,Galio,Deft,Kalista,Mata,Rakan,Kiin,Camille,Malrang,Sejuani,Cepted,Taliyah,DeuL,Varus,Ella,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/310560?gameHash=4ec1f94efbe3b6e6,7/16/2017
3273,3273,LCK,2017,Summer,Season,JAG,1,0,SKT,29,SoHwan,Jayce,UmTi,Elise,Kuzan,Lucian,Teddy,Kalista,SnowFlower,Thresh,Untara,Rumble,Blank,RekSai,Faker,Syndra,Bang,Varus,Wolf,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300584?gameHash=37ac6e2816720263,7/18/2017
3274,3274,LCK,2017,Summer,Season,SKT,0,1,JAG,36,Untara,JarvanIV,Peanut,Rumble,Faker,Taliyah,Bang,Varus,Wolf,Lulu,SoHwan,Camille,UmTi,LeeSin,Kuzan,Leblanc,Teddy,Kalista,SnowFlower,Kennen,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300604?gameHash=a7288ed19d914fe4,7/18/2017
3275,3275,LCK,2017,Summer,Season,bbq,1,0,AFs,42,Crazy,Jayce,Bless,Elise,Tempt,Orianna,Ghost,Tristana,Totoro,Alistar,MaRin,JarvanIV,Spirit,Gragas,Kuro,Corki,Kramer,Xayah,TusiN,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300614?gameHash=bed6bc981b7ef2e7,7/18/2017
3276,3276,LCK,2017,Summer,Season,AFs,1,0,bbq,38,MaRin,JarvanIV,Mowgli,Gragas,Kuro,Orianna,Kramer,Xayah,TusiN,Rakan,Crazy,Renekton,Bless,RekSai,Tempt,Galio,Ghost,KogMaw,Totoro,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300637?gameHash=4b62be33654dc961,7/18/2017
3277,3277,LCK,2017,Summer,Season,bbq,0,1,AFs,26,Crazy,Jayce,Bless,Nidalee,Tempt,Taliyah,Ghost,Tristana,Totoro,Braum,MaRin,Rumble,Mowgli,RekSai,Kuro,Corki,Kramer,Xayah,TusiN,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300650?gameHash=74e42b59bb95f06c,7/18/2017
3278,3278,LCK,2017,Summer,Season,MVP,0,1,kt,53,ADD,Gnar,Beyond,Elise,Ian,Corki,MaHa,Xayah,Max,Rakan,Smeb,Rumble,Score,Skarner,Pawn,Taliyah,Deft,KogMaw,Mata,Lulu,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/310752?gameHash=a2ba7ebc2f9da7db,7/19/2017
3279,3279,LCK,2017,Summer,Season,kt,1,0,MVP,33,Smeb,JarvanIV,Score,Elise,Pawn,Taliyah,Deft,Ashe,Mata,Thresh,ADD,Camille,Beyond,Nidalee,Ian,Corki,MaHa,Xayah,Max,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/310759?gameHash=c52de40b7c21976d,7/19/2017
3280,3280,LCK,2017,Summer,Season,ROX,0,1,EEW,39,Shy,JarvanIV,SeongHwan,Sejuani,Lava,Corki,Sangyoon,Tristana,Key,Braum,Kiin,Jax,Malrang,LeeSin,Cepted,AurelionSol,DeuL,Xayah,Ella,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/310762?gameHash=880fa62b972df63d,7/19/2017
3281,3281,LCK,2017,Summer,Season,EEW,1,0,ROX,40,Kiin,Camille,Malrang,JarvanIV,Cepted,Orianna,DeuL,Kalista,Ella,Rakan,Shy,Trundle,SeongHwan,Sejuani,Lava,Taliyah,Sangyoon,Xayah,Key,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/310782?gameHash=2221a64898c0afd6,7/19/2017
3282,3282,LCK,2017,Summer,Season,LZ,1,0,SKT,33,Khan,JarvanIV,Cuzz,Gragas,Bdd,Taliyah,PraY,Kalista,GorillA,Thresh,Untara,Rumble,Peanut,Sejuani,Faker,Galio,Bang,Varus,Wolf,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300758?gameHash=1a3758ff0a4bac78,7/20/2017
3283,3283,LCK,2017,Summer,Season,SKT,0,1,LZ,29,Untara,Renekton,Peanut,Elise,Faker,Karma,Bang,KogMaw,Wolf,Lulu,Khan,Camille,Cuzz,Gragas,Bdd,Taliyah,PraY,Kalista,GorillA,Blitzcrank,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300762?gameHash=3e5a7413a557757c,7/20/2017
3284,3284,LCK,2017,Summer,Season,SSG,1,0,bbq,32,CuVee,Kled,Ambition,RekSai,Crown,Cassiopeia,Ruler,Xayah,CoreJJ,Braum,Crazy,JarvanIV,Bless,Gragas,Tempt,Orianna,Ghost,Corki,Totoro,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300766?gameHash=5bbbac3778d126cb,7/20/2017
3285,3285,LCK,2017,Summer,Season,bbq,0,1,SSG,33,Crazy,Renekton,Bless,Sejuani,Tempt,Taliyah,Ghost,Twitch,Totoro,Braum,CuVee,JarvanIV,Haru,RekSai,Crown,Cassiopeia,Ruler,Ashe,CoreJJ,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300787?gameHash=1494764298481f14,7/20/2017
3286,3286,LCK,2017,Summer,Season,SSG,0,1,MVP,48,CuVee,Renekton,Haru,Elise,Crown,Corki,Ruler,Varus,CoreJJ,Rakan,ADD,JarvanIV,Beyond,Gragas,Ian,Orianna,MaHa,Xayah,Max,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300911?gameHash=f7a2a387a60faa59,7/22/2017
3287,3287,LCK,2017,Summer,Season,MVP,0,1,SSG,43,ADD,Gnar,Beyond,Amumu,Ian,Orianna,MaHa,Xayah,Max,Rakan,CuVee,JarvanIV,Ambition,RekSai,Crown,Karma,Ruler,Twitch,CoreJJ,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300943?gameHash=c78e2974a1cd351f,7/22/2017
3288,3288,LCK,2017,Summer,Season,SSG,0,1,MVP,37,CuVee,Camille,Ambition,RekSai,Crown,Taliyah,Ruler,Varus,CoreJJ,TahmKench,ADD,JarvanIV,Beyond,Gragas,Ian,Syndra,MaHa,Xayah,Max,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300947?gameHash=d4500d2bade8d421,7/22/2017
3289,3289,LCK,2017,Summer,Season,EEW,0,1,LZ,29,Kiin,Gnar,Malrang,Gragas,Cepted,Corki,DeuL,Xayah,Ella,Rakan,Khan,Jax,Cuzz,Elise,Bdd,Galio,PraY,Tristana,GorillA,Kennen,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300959?gameHash=eae3bb1438c6c6fa,7/22/2017
3290,3290,LCK,2017,Summer,Season,LZ,1,0,EEW,28,Khan,Renekton,Cuzz,Gragas,Bdd,Galio,PraY,Kalista,GorillA,Thresh,Kiin,JarvanIV,Malrang,Elise,Cepted,Orianna,DeuL,Xayah,Ella,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/300975?gameHash=2e0bf3422b18ba4b,7/22/2017
3291,3291,LCK,2017,Summer,Season,kt,1,0,AFs,32,Smeb,Shen,Score,Elise,Pawn,Leblanc,Deft,Tristana,Mata,Thresh,MaRin,JarvanIV,Mowgli,RekSai,Kuro,Taliyah,Kramer,Varus,TusiN,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/301031?gameHash=44f5533661638cb6,7/23/2017
3292,3292,LCK,2017,Summer,Season,AFs,1,0,kt,40,MaRin,Rumble,Spirit,JarvanIV,Kuro,Corki,Kramer,Kalista,TusiN,Kennen,Smeb,Jayce,Score,Gragas,Pawn,Galio,Deft,Xayah,Mata,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/301039?gameHash=06a663ba4865ce5c,7/23/2017
3293,3293,LCK,2017,Summer,Season,kt,1,0,AFs,28,Smeb,Renekton,Score,Elise,Pawn,Kassadin,Deft,Tristana,Mata,Braum,MaRin,Gnar,Spirit,JarvanIV,Kuro,Corki,Kramer,Twitch,TusiN,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/301041?gameHash=1278b3530146c2b0,7/23/2017
3294,3294,LCK,2017,Summer,Season,JAG,1,0,ROX,29,SoHwan,Renekton,UmTi,Elise,Kuzan,Lucian,Teddy,Varus,SnowFlower,Braum,Shy,JarvanIV,SeongHwan,RekSai,Lava,Karma,Sangyoon,Xayah,Key,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/301044?gameHash=f75ef5b629a886cf,7/23/2017
3295,3295,LCK,2017,Summer,Season,ROX,0,1,JAG,56,Shy,Jax,SeongHwan,RekSai,Lava,Orianna,Sangyoon,Varus,Key,Thresh,SoHwan,Renekton,UmTi,Gragas,Kuzan,Galio,Teddy,Xayah,SnowFlower,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/301056?gameHash=f3693c9c8d258a67,7/23/2017
3296,3296,LCK,2017,Summer,Season,SSG,1,0,kt,34,CuVee,Maokai,Haru,Rengar,Crown,Cassiopeia,Ruler,Kalista,CoreJJ,Zyra,Smeb,Trundle,Score,Nunu,Pawn,Taliyah,Deft,Lucian,Mata,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320036?gameHash=5cba2dfa56b88456,7/25/2017
3297,3297,LCK,2017,Summer,Season,kt,1,0,SSG,27,Smeb,Shen,Score,Gragas,Pawn,Galio,Deft,Kalista,Mata,Rakan,CuVee,JarvanIV,Haru,Elise,Crown,Lucian,Ruler,Tristana,CoreJJ,Taric,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320046?gameHash=0091705b03924485,7/25/2017
3298,3298,LCK,2017,Summer,Season,SSG,0,1,kt,29,CuVee,Kled,Haru,Elise,Crown,Cassiopeia,Ruler,Varus,CoreJJ,Braum,Smeb,JarvanIV,Score,Maokai,Pawn,Syndra,Deft,Ashe,Mata,Zyra,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320047?gameHash=888bb545cad140ed,7/25/2017
3299,3299,LCK,2017,Summer,Season,ROX,0,1,LZ,34,Lindarang,Maokai,SeongHwan,Gragas,Lava,Syndra,Sangyoon,Xayah,Key,Rakan,Khan,Trundle,Cuzz,Elise,Bdd,Taliyah,PraY,Ashe,GorillA,Morgana,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320051?gameHash=296cd274ee4cdec2,7/25/2017
3300,3300,LCK,2017,Summer,Season,LZ,1,0,ROX,26,Khan,Jayce,Cuzz,Gragas,Bdd,Orianna,PraY,Tristana,GorillA,Braum,Lindarang,JarvanIV,Mightybear,Chogath,Lava,Galio,Sangyoon,Xayah,Key,Taric,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320062?gameHash=f3041121e5e7f93a,7/25/2017
3301,3301,LCK,2017,Summer,Season,MVP,0,1,bbq,33,ADD,Maokai,Beyond,RekSai,Ian,Galio,MaHa,Kalista,Max,Taric,Crazy,Chogath,Bless,Gragas,Tempt,Corki,Ghost,Jhin,Totoro,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330110?gameHash=d5ac8d7b10bd5bf5,7/26/2017
3302,3302,LCK,2017,Summer,Season,bbq,0,1,MVP,38,Crazy,Chogath,Bless,Elise,Tempt,Galio,Ghost,Tristana,Totoro,Braum,ADD,Maokai,Beyond,RekSai,Ian,Orianna,MaHa,Xayah,Max,Taric,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330112?gameHash=fdd9abd5b944a3f4,7/26/2017
3303,3303,LCK,2017,Summer,Season,MVP,1,0,bbq,38,ADD,Maokai,Beyond,RekSai,Ian,Viktor,MaHa,Xayah,Max,Rakan,Crazy,JarvanIV,Bless,Gragas,Tempt,Orianna,Ghost,Jhin,Totoro,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330115?gameHash=eed4550dfed572f1,7/26/2017
3304,3304,LCK,2017,Summer,Season,EEW,0,1,SKT,38,Kiin,Jax,Malrang,Khazix,Cepted,Syndra,DeuL,Kalista,Ella,Kennen,Untara,Maokai,Peanut,Elise,Faker,Orianna,Bang,Tristana,Wolf,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330118?gameHash=6f2471a1704057de,7/26/2017
3305,3305,LCK,2017,Summer,Season,SKT,1,0,EEW,30,Untara,Rumble,Peanut,Elise,Faker,Lucian,Bang,Tristana,Wolf,Alistar,Kiin,Maokai,Malrang,Rengar,Cepted,Syndra,DeuL,Kalista,Ella,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330140?gameHash=8f8ae4194ba2986a,7/26/2017
3306,3306,LCK,2017,Summer,Season,SSG,1,0,AFs,30,CuVee,Maokai,Ambition,JarvanIV,Crown,Orianna,Ruler,Varus,CoreJJ,Zyra,MaRin,Gnar,Spirit,Chogath,Kuro,Corki,Kramer,Tristana,TusiN,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320173?gameHash=c413bf5b9c1647f0,7/27/2017
3307,3307,LCK,2017,Summer,Season,AFs,0,1,SSG,34,MaRin,Rumble,Spirit,RekSai,Kuro,Galio,Kramer,Xayah,TusiN,Rakan,CuVee,Camille,Ambition,Gragas,Crown,Cassiopeia,Ruler,Ashe,CoreJJ,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320181?gameHash=1030b907a0945005,7/27/2017
3308,3308,LCK,2017,Summer,Season,LZ,1,0,JAG,30,Khan,JarvanIV,Cuzz,Sejuani,Bdd,Syndra,PraY,Kalista,GorillA,Blitzcrank,SoHwan,Jayce,UmTi,LeeSin,Kuzan,Taliyah,Teddy,KogMaw,SnowFlower,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320200?gameHash=f1b8580a14265090,7/27/2017
3309,3309,LCK,2017,Summer,Season,JAG,1,0,LZ,48,SoHwan,Renekton,UmTi,Elise,Kuzan,Malzahar,Teddy,Xayah,SnowFlower,Rakan,Khan,Rumble,Cuzz,RekSai,Bdd,Galio,PraY,Tristana,GorillA,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320214?gameHash=f61dde16dbfa536e,7/27/2017
3310,3310,LCK,2017,Summer,Season,LZ,1,0,JAG,33,Khan,Jax,Cuzz,Sejuani,Bdd,Taliyah,PraY,Kalista,GorillA,Taric,SoHwan,Gragas,UmTi,Chogath,Kuzan,Corki,Teddy,Tristana,SnowFlower,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320219?gameHash=4932a5f8bdd98ac8,7/27/2017
3311,3311,LCK,2017,Summer,Season,kt,1,0,bbq,36,Smeb,Renekton,Score,Elise,Pawn,Lucian,Deft,Twitch,Mata,Thresh,Crazy,Chogath,Bless,RekSai,Tempt,Taliyah,Ghost,Xayah,Totoro,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320256?gameHash=4dcff4645f2f0ecd,7/28/2017
3312,3312,LCK,2017,Summer,Season,bbq,1,0,kt,57,Crazy,Maokai,Bless,RekSai,Tempt,Corki,Ghost,Varus,Totoro,Braum,Smeb,Shen,Score,Elise,Pawn,Orianna,Deft,Ashe,Mata,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320274?gameHash=20bb6e9714e14f86,7/28/2017
3313,3313,LCK,2017,Summer,Season,kt,1,0,bbq,30,Smeb,Renekton,Score,Elise,Pawn,Galio,Deft,Ashe,Mata,Alistar,Crazy,Gnar,Bless,RekSai,Tempt,Cassiopeia,Ghost,Tristana,Totoro,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320291?gameHash=929360df50c05592,7/28/2017
3314,3314,LCK,2017,Summer,Season,SKT,1,0,ROX,40,Untara,Rumble,Peanut,JarvanIV,Faker,Cassiopeia,Bang,Kalista,Wolf,Kennen,Lindarang,Chogath,Mightybear,Maokai,Lava,Syndra,Sangyoon,KogMaw,Key,Blitzcrank,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320295?gameHash=12f20f600ca4e66d,7/28/2017
3315,3315,LCK,2017,Summer,Season,ROX,0,1,SKT,36,Lindarang,Chogath,SeongHwan,Gragas,Lava,Corki,Sangyoon,Kalista,Key,Maokai,Untara,Jax,Peanut,Elise,Faker,Lucian,Bang,Xayah,Wolf,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/320322?gameHash=b0b00d26ed7ad913,7/28/2017
3316,3316,LCK,2017,Summer,Season,JAG,1,0,MVP,42,SoHwan,Jayce,UmTi,Elise,Kuzan,Leblanc,Teddy,Tristana,SnowFlower,Morgana,ADD,Kled,Beyond,RekSai,Ian,Corki,MaHa,Xayah,Max,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330491?gameHash=ecea67b044e45872,7/30/2017
3317,3317,LCK,2017,Summer,Season,MVP,1,0,JAG,45,ADD,Chogath,Beyond,Gragas,Ian,Orianna,MaHa,Tristana,Max,Rakan,SoHwan,Renekton,UmTi,Sejuani,Kuzan,Corki,Teddy,Xayah,SnowFlower,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330501?gameHash=1fb8704402450e46,7/30/2017
3318,3318,LCK,2017,Summer,Season,JAG,0,1,MVP,48,SoHwan,Gnar,UmTi,Sejuani,Kuzan,Corki,Teddy,Kalista,SnowFlower,Braum,ADD,Kled,Beyond,Gragas,Ian,Cassiopeia,MaHa,KogMaw,Max,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330503?gameHash=1199328d6e485029,7/30/2017
3319,3319,LCK,2017,Summer,Season,AFs,1,0,EEW,28,MaRin,Gnar,Spirit,Rumble,Kuro,Taliyah,Kramer,Kalista,TusiN,Alistar,Kiin,JarvanIV,Malrang,Gragas,Cepted,Lucian,DeuL,KogMaw,Ella,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330506?gameHash=1becb519d0fed530,7/30/2017
3320,3320,LCK,2017,Summer,Season,EEW,0,1,AFs,27,Kiin,Jayce,Malrang,RekSai,Cepted,Lucian,DeuL,Jhin,Ella,Thresh,MaRin,Malphite,Mowgli,Maokai,Kuro,Orianna,Kramer,Xayah,TusiN,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330516?gameHash=094eccdd1adfad7b,7/30/2017
3321,3321,LCK,2017,Summer,Season,kt,1,0,LZ,56,Smeb,Renekton,Score,Gragas,Pawn,Galio,Deft,Ashe,Mata,Braum,Khan,Jayce,Cuzz,RekSai,Bdd,Orianna,PraY,Twitch,GorillA,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330629?gameHash=75f08b622516bace,8/1/2017
3322,3322,LCK,2017,Summer,Season,LZ,0,1,kt,28,Khan,Renekton,Cuzz,Elise,Bdd,Syndra,PraY,Ashe,GorillA,Alistar,Smeb,Maokai,Score,RekSai,Pawn,Orianna,Deft,Kalista,Mata,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330639?gameHash=07151f373b65b34a,8/1/2017
3323,3323,LCK,2017,Summer,Season,SSG,1,0,ROX,41,CuVee,Kled,Ambition,JarvanIV,Crown,Orianna,Ruler,Kalista,CoreJJ,Rakan,Lindarang,Shen,Mightybear,Sejuani,Lava,Lucian,Sangyoon,KogMaw,Key,Braum,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330640?gameHash=719b957797ec9839,8/1/2017
3324,3324,LCK,2017,Summer,Season,ROX,1,0,SSG,41,Lindarang,Galio,Mightybear,Gragas,Lava,Orianna,Sangyoon,Xayah,Key,Thresh,CuVee,Maokai,Ambition,Elise,Crown,Lucian,Ruler,Ashe,CoreJJ,TahmKench,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330651?gameHash=3c60ace2e593baf2,8/1/2017
3325,3325,LCK,2017,Summer,Season,SSG,1,0,ROX,28,CuVee,Camille,Ambition,Gragas,Crown,Orianna,Ruler,Kalista,CoreJJ,Taric,Lindarang,Jax,Mightybear,JarvanIV,Lava,Corki,Sangyoon,Caitlyn,Key,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330653?gameHash=a9808be7aca9e485,8/1/2017
3326,3326,LCK,2017,Summer,Season,EEW,0,1,JAG,41,Kiin,Maokai,Malrang,JarvanIV,Cepted,Orianna,DeuL,Kalista,Ella,Braum,SoHwan,Gnar,UmTi,Gragas,Kuzan,Corki,Teddy,Xayah,SnowFlower,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330681?gameHash=6b0f1cbbecfaf6e0,8/2/2017
3327,3327,LCK,2017,Summer,Season,JAG,1,0,EEW,41,SoHwan,Jayce,UmTi,RekSai,Kuzan,Corki,Teddy,Kalista,SnowFlower,Morgana,Kiin,Camille,Malrang,Khazix,Cepted,Orianna,DeuL,Tristana,Ella,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330688?gameHash=6c533af829b48c07,8/2/2017
3328,3328,LCK,2017,Summer,Season,MVP,0,1,AFs,35,ADD,Maokai,Beyond,RekSai,Ian,Corki,MaHa,Tristana,Max,Alistar,MaRin,Trundle,Spirit,JarvanIV,Kuro,Orianna,Kramer,Xayah,TusiN,Rakan,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330696?gameHash=c6c53eb536e9eaee,8/2/2017
3329,3329,LCK,2017,Summer,Season,AFs,0,1,MVP,36,MaRin,Gnar,Spirit,JarvanIV,Kuro,Corki,Kramer,Kalista,TusiN,Alistar,ADD,Chogath,Beyond,Gragas,Ian,Orianna,MaHa,Xayah,Max,Thresh,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330708?gameHash=4a9e7cd9fc03d5c5,8/2/2017
3330,3330,LCK,2017,Summer,Season,MVP,1,0,AFs,32,ADD,Chogath,Beyond,Gragas,Ian,Orianna,MaHa,Xayah,Max,TahmKench,MaRin,Maokai,Mowgli,RekSai,Kuro,Corki,Kramer,Tristana,TusiN,Alistar,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/330717?gameHash=948be2b8a283a45e,8/2/2017
