Champions,ban_pos,TeamBan,Date
Taliyah,ban_2,blueBans,2017-06-24
Thresh,ban_2,blueBans,2017-06-24
Leblanc,ban_2,blueBans,2017-06-24
Galio,ban_2,blueBans,2017-06-25
Syndra,ban_2,blueBans,2017-06-25
Galio,ban_2,blueBans,2017-06-25
Caitlyn,ban_2,blueBans,2017-06-25
Galio,ban_2,blueBans,2017-06-25
LeeSin,ban_2,blueBans,2017-06-25
Galio,ban_2,blueBans,2017-06-27
Rumble,ban_2,blueBans,2017-06-27
Galio,ban_2,blueBans,2017-06-27
Taliyah,ban_2,blueBans,2017-06-27
Galio,ban_2,blueBans,2017-06-27
Taliyah,ban_2,blueBans,2017-06-27
Khazix,ban_2,blueBans,2017-06-28
Syndra,ban_2,blueBans,2017-06-28
Khazix,ban_2,blueBans,2017-06-28
Renekton,ban_2,blueBans,2017-06-28
Xayah,ban_2,blueBans,2017-06-28
Zac,ban_2,blueBans,2017-06-29
Cassiopeia,ban_2,blueBans,2017-06-29
Karma,ban_2,blueBans,2017-06-29
Thresh,ban_2,blueBans,2017-06-29
Gragas,ban_2,blueBans,2017-06-29
Ashe,ban_2,blueBans,2017-07-01
LeeSin,ban_2,blueBans,2017-07-01
Galio,ban_2,blueBans,2017-07-01
Varus,ban_2,blueBans,2017-07-01
LeeSin,ban_2,blueBans,2017-07-01
Orianna,ban_2,blueBans,2017-07-02
Galio,ban_2,blueBans,2017-07-02
Orianna,ban_2,blueBans,2017-07-02
Thresh,ban_2,blueBans,2017-07-02
,ban_2,blueBans,2017-07-11
,ban_2,blueBans,2017-07-11
,ban_2,blueBans,2017-07-11
,ban_2,blueBans,2017-07-11
,ban_2,blueBans,2017-07-11
Braum,ban_2,blueBans,2017-07-12
Elise,ban_2,blueBans,2017-07-12
Elise,ban_2,blueBans,2017-07-12
Gragas,ban_2,blueBans,2017-07-12
Galio,ban_2,blueBans,2017-07-12
Thresh,ban_2,blueBans,2017-07-12
Ashe,ban_2,blueBans,2017-07-13
Kalista,ban_2,blueBans,2017-07-13
Gragas,ban_2,blueBans,2017-07-13
Leblanc,ban_2,blueBans,2017-07-13
Galio,ban_2,blueBans,2017-07-15
Thresh,ban_2,blueBans,2017-07-15
Camille,ban_2,blueBans,2017-07-15
Rumble,ban_2,blueBans,2017-07-15
Lucian,ban_2,blueBans,2017-07-16
Elise,ban_2,blueBans,2017-07-16
Sejuani,ban_2,blueBans,2017-07-16
RekSai,ban_2,blueBans,2017-07-16
RekSai,ban_2,blueBans,2017-07-16
Ashe,ban_2,blueBans,2017-07-18
Jayce,ban_2,blueBans,2017-07-18
Rakan,ban_2,blueBans,2017-07-18
Taliyah,ban_2,blueBans,2017-07-18
,ban_2,blueBans,2017-07-18
Braum,ban_2,blueBans,2017-07-19
Sejuani,ban_2,blueBans,2017-07-19
Elise,ban_2,blueBans,2017-07-19
Galio,ban_2,blueBans,2017-07-19
Ashe,ban_2,blueBans,2017-07-20
Galio,ban_2,blueBans,2017-07-20
Jayce,ban_2,blueBans,2017-07-20
Zyra,ban_2,blueBans,2017-07-20
RekSai,ban_2,blueBans,2017-07-22
Elise,ban_2,blueBans,2017-07-22
Kalista,ban_2,blueBans,2017-07-22
Taliyah,ban_2,blueBans,2017-07-22
Rakan,ban_2,blueBans,2017-07-22
Rumble,ban_2,blueBans,2017-07-23
Thresh,ban_2,blueBans,2017-07-23
Rumble,ban_2,blueBans,2017-07-23
Gragas,ban_2,blueBans,2017-07-23
Braum,ban_2,blueBans,2017-07-23
Tristana,ban_2,blueBans,2017-07-25
Rengar,ban_2,blueBans,2017-07-25
Gragas,ban_2,blueBans,2017-07-25
Galio,ban_2,blueBans,2017-07-25
Thresh,ban_2,blueBans,2017-07-25
Elise,ban_2,blueBans,2017-07-26
Gragas,ban_2,blueBans,2017-07-26
Braum,ban_2,blueBans,2017-07-26
Taliyah,ban_2,blueBans,2017-07-26
Zac,ban_2,blueBans,2017-07-26
Rumble,ban_2,blueBans,2017-07-27
Maokai,ban_2,blueBans,2017-07-27
Galio,ban_2,blueBans,2017-07-27
Orianna,ban_2,blueBans,2017-07-27
Rakan,ban_2,blueBans,2017-07-27
Orianna,ban_2,blueBans,2017-07-28
Tristana,ban_2,blueBans,2017-07-28
Chogath,ban_2,blueBans,2017-07-28
Orianna,ban_2,blueBans,2017-07-28
Thresh,ban_2,blueBans,2017-07-28
Maokai,ban_2,blueBans,2017-07-30
Elise,ban_2,blueBans,2017-07-30
Chogath,ban_2,blueBans,2017-07-30
Khazix,ban_2,blueBans,2017-07-30
Galio,ban_2,blueBans,2017-07-30
Sejuani,ban_2,blueBans,2017-08-01
Galio,ban_2,blueBans,2017-08-01
Trundle,ban_2,blueBans,2017-08-01
Zyra,ban_2,blueBans,2017-08-01
Elise,ban_2,blueBans,2017-08-01
Thresh,ban_2,blueBans,2017-08-02
Thresh,ban_2,blueBans,2017-08-02
Taliyah,ban_2,blueBans,2017-08-02
Tristana,ban_2,blueBans,2017-08-02
Taliyah,ban_2,blueBans,2017-08-02
Elise,ban_2,blueBans,2017-08-03
Cassiopeia,ban_2,blueBans,2017-08-03
Elise,ban_2,blueBans,2017-08-03
Elise,ban_2,blueBans,2017-08-03
Orianna,ban_2,blueBans,2017-08-03
Elise,ban_2,blueBans,2017-08-03
Lucian,ban_2,blueBans,2017-08-05
Chogath,ban_2,blueBans,2017-08-05
Leblanc,ban_2,blueBans,2017-08-05
JarvanIV,ban_2,blueBans,2017-08-05
Elise,ban_2,blueBans,2017-08-06
Maokai,ban_2,blueBans,2017-08-06
Chogath,ban_2,blueBans,2017-08-06
Camille,ban_2,blueBans,2017-08-06
Elise,ban_2,blueBans,2017-08-06
Rakan,ban_2,blueBans,2017-08-12
Galio,ban_2,blueBans,2017-08-12
Rakan,ban_2,blueBans,2017-08-15
Morgana,ban_2,blueBans,2017-08-15
Orianna,ban_2,blueBans,2017-08-15
Lucian,ban_2,blueBans,2017-08-19
Rakan,ban_2,blueBans,2017-08-19
Lucian,ban_2,blueBans,2017-08-19
Lucian,ban_2,blueBans,2017-08-19
Gragas,ban_2,blueBans,2017-08-19
,ban_2,blueBans,2017-08-26
Galio,ban_2,blueBans,2017-08-26
Rakan,ban_2,blueBans,2017-08-26
Leblanc,ban_2,blueBans,2017-08-26
Chogath,ban_2,blueBans,2017-08-28
Zac,ban_2,blueBans,2017-08-28
Chogath,ban_2,blueBans,2017-08-28
Chogath,ban_2,blueBans,2017-08-28
Maokai,ban_2,blueBans,2017-08-28
JarvanIV,ban_2,blueBans,2017-08-30
Leblanc,ban_2,blueBans,2017-08-30
JarvanIV,ban_2,blueBans,2017-08-30
Trundle,ban_2,blueBans,2017-08-30
Rakan,ban_2,blueBans,2017-08-30
Galio,ban_2,blueBans,2017-09-02
Leblanc,ban_2,blueBans,2017-09-02
Tristana,ban_2,blueBans,2017-09-02
Azir,ban_2,blueBans,2015-01-08
Corki,ban_2,blueBans,2015-01-08
Zed,ban_2,blueBans,2015-01-08
Cassiopeia,ban_2,blueBans,2015-01-09
Fizz,ban_2,blueBans,2015-01-09
Irelia,ban_2,blueBans,2015-01-09
Sivir,ban_2,blueBans,2015-02-07
Cassiopeia,ban_2,blueBans,2015-02-08
JarvanIV,ban_2,blueBans,2015-02-08
Gnar,ban_2,blueBans,2015-02-11
Azir,ban_2,blueBans,2015-02-11
Morgana,ban_2,blueBans,2015-02-12
JarvanIV,ban_2,blueBans,2015-02-13
Xerath,ban_2,blueBans,2015-02-13
Kassadin,ban_2,blueBans,2015-02-13
Cassiopeia,ban_2,blueBans,2015-02-14
Leblanc,ban_2,blueBans,2015-02-14
Maokai,ban_2,blueBans,2015-02-15
Morgana,ban_2,blueBans,2015-02-15
Annie,ban_2,blueBans,2015-02-25
Vi,ban_2,blueBans,2015-02-25
Rumble,ban_2,blueBans,2015-02-25
Veigar,ban_2,blueBans,2015-02-26
Gnar,ban_2,blueBans,2015-02-26
Irelia,ban_2,blueBans,2015-02-27
Vi,ban_2,blueBans,2015-02-27
RekSai,ban_2,blueBans,2015-02-28
RekSai,ban_2,blueBans,2015-02-28
Veigar,ban_2,blueBans,2015-03-01
Hecarim,ban_2,blueBans,2015-03-01
Cassiopeia,ban_2,blueBans,2015-03-04
Kalista,ban_2,blueBans,2015-03-04
Leblanc,ban_2,blueBans,2015-03-04
Sivir,ban_2,blueBans,2015-03-05
Irelia,ban_2,blueBans,2015-03-05
Lulu,ban_2,blueBans,2015-03-05
Maokai,ban_2,blueBans,2015-03-06
Kalista,ban_2,blueBans,2015-03-06
Kassadin,ban_2,blueBans,2015-03-06
Lulu,ban_2,blueBans,2015-03-07
Zed,ban_2,blueBans,2015-03-08
Rumble,ban_2,blueBans,2015-03-08
Leblanc,ban_2,blueBans,2015-03-19
Leblanc,ban_2,blueBans,2015-03-19
Leblanc,ban_2,blueBans,2015-03-20
JarvanIV,ban_2,blueBans,2015-03-20
Morgana,ban_2,blueBans,2015-03-20
Morgana,ban_2,blueBans,2015-03-21
Lulu,ban_2,blueBans,2015-03-21
Diana,ban_2,blueBans,2015-03-22
Janna,ban_2,blueBans,2015-03-22
Urgot,ban_2,blueBans,2015-05-20
RekSai,ban_2,blueBans,2015-05-20
Sejuani,ban_2,blueBans,2015-05-20
Maokai,ban_2,blueBans,2015-05-20
RekSai,ban_2,blueBans,2015-05-21
Leblanc,ban_2,blueBans,2015-05-21
Maokai,ban_2,blueBans,2015-05-21
Lulu,ban_2,blueBans,2015-05-21
Leblanc,ban_2,blueBans,2015-05-22
Kassadin,ban_2,blueBans,2015-05-22
Azir,ban_2,blueBans,2015-05-22
Sejuani,ban_2,blueBans,2015-05-22
Sejuani,ban_2,blueBans,2015-05-27
Leblanc,ban_2,blueBans,2015-05-27
Cassiopeia,ban_2,blueBans,2015-05-27
Fizz,ban_2,blueBans,2015-05-27
Sivir,ban_2,blueBans,2015-05-28
Azir,ban_2,blueBans,2015-05-28
Cassiopeia,ban_2,blueBans,2015-05-28
Hecarim,ban_2,blueBans,2015-05-28
Cassiopeia,ban_2,blueBans,2015-05-29
Urgot,ban_2,blueBans,2015-05-29
Gragas,ban_2,blueBans,2015-05-29
Hecarim,ban_2,blueBans,2015-05-29
Vladimir,ban_2,blueBans,2015-06-03
Kalista,ban_2,blueBans,2015-06-03
Fizz,ban_2,blueBans,2015-06-03
Cassiopeia,ban_2,blueBans,2015-06-03
Azir,ban_2,blueBans,2015-06-04
Sivir,ban_2,blueBans,2015-06-04
Cassiopeia,ban_2,blueBans,2015-06-04
Sivir,ban_2,blueBans,2015-06-04
Kalista,ban_2,blueBans,2015-06-05
Vladimir,ban_2,blueBans,2015-06-05
Cassiopeia,ban_2,blueBans,2015-06-05
Gnar,ban_2,blueBans,2015-06-05
Urgot,ban_2,blueBans,2015-06-10
Ashe,ban_2,blueBans,2015-06-10
Nidalee,ban_2,blueBans,2015-06-10
Kalista,ban_2,blueBans,2015-06-11
Vladimir,ban_2,blueBans,2015-06-11
Ryze,ban_2,blueBans,2015-06-11
Kalista,ban_2,blueBans,2015-06-11
Ryze,ban_2,blueBans,2015-06-12
Varus,ban_2,blueBans,2015-06-12
Kalista,ban_2,blueBans,2015-06-12
Leblanc,ban_2,blueBans,2015-06-12
Vladimir,ban_2,blueBans,2015-06-17
RekSai,ban_2,blueBans,2015-06-17
Gragas,ban_2,blueBans,2015-06-17
Varus,ban_2,blueBans,2015-06-17
Alistar,ban_2,blueBans,2015-06-18
Shaco,ban_2,blueBans,2015-06-18
Azir,ban_2,blueBans,2015-06-18
Alistar,ban_2,blueBans,2015-06-18
Kalista,ban_2,blueBans,2015-06-19
Alistar,ban_2,blueBans,2015-06-19
Thresh,ban_2,blueBans,2015-06-19
Alistar,ban_2,blueBans,2015-06-19
Gragas,ban_2,blueBans,2015-06-24
Kalista,ban_2,blueBans,2015-06-24
Cassiopeia,ban_2,blueBans,2015-06-24
Ekko,ban_2,blueBans,2015-06-24
Maokai,ban_2,blueBans,2015-06-25
Jayce,ban_2,blueBans,2015-06-25
Nautilus,ban_2,blueBans,2015-06-25
Morgana,ban_2,blueBans,2015-06-25
Ryze,ban_2,blueBans,2015-06-26
Azir,ban_2,blueBans,2015-06-26
Urgot,ban_2,blueBans,2015-06-26
Cassiopeia,ban_2,blueBans,2015-06-26
Jinx,ban_2,blueBans,2015-06-27
Morgana,ban_2,blueBans,2015-06-27
Alistar,ban_2,blueBans,2015-06-27
Varus,ban_2,blueBans,2015-06-27
Urgot,ban_2,blueBans,2015-06-28
Azir,ban_2,blueBans,2015-06-28
Sivir,ban_2,blueBans,2015-06-28
Ashe,ban_2,blueBans,2015-06-28
Alistar,ban_2,blueBans,2015-07-01
Vladimir,ban_2,blueBans,2015-07-01
Sivir,ban_2,blueBans,2015-07-01
Ryze,ban_2,blueBans,2015-07-01
Gragas,ban_2,blueBans,2015-07-02
Varus,ban_2,blueBans,2015-07-02
Nidalee,ban_2,blueBans,2015-07-02
Gragas,ban_2,blueBans,2015-07-02
Sivir,ban_2,blueBans,2015-07-03
Fizz,ban_2,blueBans,2015-07-03
Nidalee,ban_2,blueBans,2015-07-03
Fizz,ban_2,blueBans,2015-07-03
Alistar,ban_2,blueBans,2015-07-04
Jayce,ban_2,blueBans,2015-07-04
Maokai,ban_2,blueBans,2015-07-04
Gragas,ban_2,blueBans,2015-07-04
Viktor,ban_2,blueBans,2015-07-05
Rumble,ban_2,blueBans,2015-07-05
Cassiopeia,ban_2,blueBans,2015-07-05
TwistedFate,ban_2,blueBans,2015-07-05
Kalista,ban_2,blueBans,2015-07-08
Ezreal,ban_2,blueBans,2015-07-08
Alistar,ban_2,blueBans,2015-07-08
Fizz,ban_2,blueBans,2015-07-08
Viktor,ban_2,blueBans,2015-07-09
Jayce,ban_2,blueBans,2015-07-09
Kalista,ban_2,blueBans,2015-07-09
Varus,ban_2,blueBans,2015-07-09
Thresh,ban_2,blueBans,2015-07-12
Maokai,ban_2,blueBans,2015-07-12
Vayne,ban_2,blueBans,2015-07-12
Nautilus,ban_2,blueBans,2015-07-12
Kalista,ban_2,blueBans,2015-04-10
Nunu,ban_2,blueBans,2015-04-10
Urgot,ban_2,blueBans,2015-04-10
Vladimir,ban_2,blueBans,2015-04-11
Zed,ban_2,blueBans,2015-04-11
Vladimir,ban_2,blueBans,2015-04-11
Zed,ban_2,blueBans,2015-04-12
Sejuani,ban_2,blueBans,2015-04-12
Azir,ban_2,blueBans,2015-04-12
Chogath,ban_2,blueBans,2015-04-12
Kalista,ban_2,blueBans,2015-07-24
Nidalee,ban_2,blueBans,2015-07-24
Morgana,ban_2,blueBans,2015-07-24
Nidalee,ban_2,blueBans,2015-07-24
Gragas,ban_2,blueBans,2015-07-25
Nidalee,ban_2,blueBans,2015-07-25
Gragas,ban_2,blueBans,2015-07-25
Nidalee,ban_2,blueBans,2015-07-25
Kalista,ban_2,blueBans,2015-07-26
Viktor,ban_2,blueBans,2015-07-26
TwistedFate,ban_2,blueBans,2015-07-26
TwistedFate,ban_2,blueBans,2015-08-14
Viktor,ban_2,blueBans,2015-08-14
Lulu,ban_2,blueBans,2015-08-14
Viktor,ban_2,blueBans,2015-08-14
Lulu,ban_2,blueBans,2015-08-14
Nidalee,ban_2,blueBans,2015-08-15
TwistedFate,ban_2,blueBans,2015-08-15
Nidalee,ban_2,blueBans,2015-08-15
TwistedFate,ban_2,blueBans,2015-08-16
Ahri,ban_2,blueBans,2015-08-16
TwistedFate,ban_2,blueBans,2015-08-16
Ahri,ban_2,blueBans,2015-08-16
TwistedFate,ban_2,blueBans,2015-08-16
Lissandra,ban_2,blueBans,2016-01-14
Kindred,ban_2,blueBans,2016-01-14
Ryze,ban_2,blueBans,2016-01-14
Nautilus,ban_2,blueBans,2016-01-14
DrMundo,ban_2,blueBans,2016-01-15
Shen,ban_2,blueBans,2016-01-15
Lissandra,ban_2,blueBans,2016-01-15
Lulu,ban_2,blueBans,2016-01-15
Hecarim,ban_2,blueBans,2016-01-16
Ryze,ban_2,blueBans,2016-01-16
Nautilus,ban_2,blueBans,2016-01-16
TahmKench,ban_2,blueBans,2016-01-16
Corki,ban_2,blueBans,2016-01-21
TahmKench,ban_2,blueBans,2016-01-21
Lulu,ban_2,blueBans,2016-01-21
Kalista,ban_2,blueBans,2016-01-21
Kindred,ban_2,blueBans,2016-01-22
Zilean,ban_2,blueBans,2016-01-22
Zed,ban_2,blueBans,2016-01-22
Gnar,ban_2,blueBans,2016-01-22
Zilean,ban_2,blueBans,2016-01-23
Alistar,ban_2,blueBans,2016-01-23
TahmKench,ban_2,blueBans,2016-01-23
Lulu,ban_2,blueBans,2016-01-23
Lissandra,ban_2,blueBans,2016-01-27
Corki,ban_2,blueBans,2016-01-27
Zed,ban_2,blueBans,2016-01-27
Corki,ban_2,blueBans,2016-01-27
Zilean,ban_2,blueBans,2016-01-28
Zed,ban_2,blueBans,2016-01-28
RekSai,ban_2,blueBans,2016-01-28
Trundle,ban_2,blueBans,2016-01-28
,ban_2,blueBans,2016-01-29
Corki,ban_2,blueBans,2016-01-29
TahmKench,ban_2,blueBans,2016-01-29
JarvanIV,ban_2,blueBans,2016-06-25
RekSai,ban_2,blueBans,2016-07-21
Quinn,ban_2,blueBans,2016-01-29
Alistar,ban_2,blueBans,2016-02-03
Lissandra,ban_2,blueBans,2016-02-03
Poppy,ban_2,blueBans,2016-02-03
Nidalee,ban_2,blueBans,2016-02-03
Gangplank,ban_2,blueBans,2016-02-04
Fiora,ban_2,blueBans,2016-02-04
Viktor,ban_2,blueBans,2016-02-04
Zilean,ban_2,blueBans,2016-02-04
Graves,ban_2,blueBans,2016-02-05
Viktor,ban_2,blueBans,2016-02-05
Nidalee,ban_2,blueBans,2016-02-05
Alistar,ban_2,blueBans,2016-02-05
Corki,ban_2,blueBans,2016-02-18
Lissandra,ban_2,blueBans,2016-02-18
Lulu,ban_2,blueBans,2016-02-18
Zed,ban_2,blueBans,2016-02-18
Poppy,ban_2,blueBans,2016-02-19
Nidalee,ban_2,blueBans,2016-02-19
Lulu,ban_2,blueBans,2016-02-19
Fiora,ban_2,blueBans,2016-02-19
Nidalee,ban_2,blueBans,2016-02-25
Viktor,ban_2,blueBans,2016-02-25
Leblanc,ban_2,blueBans,2016-02-25
Syndra,ban_2,blueBans,2016-02-25
Viktor,ban_2,blueBans,2016-02-26
Zed,ban_2,blueBans,2016-02-26
Viktor,ban_2,blueBans,2016-02-26
Nidalee,ban_2,blueBans,2016-02-26
Lulu,ban_2,blueBans,2016-02-27
Zed,ban_2,blueBans,2016-02-27
Viktor,ban_2,blueBans,2016-02-27
Kalista,ban_2,blueBans,2016-02-27
Kalista,ban_2,blueBans,2016-03-10
Zilean,ban_2,blueBans,2016-03-10
Thresh,ban_2,blueBans,2016-03-10
Corki,ban_2,blueBans,2016-03-10
Nautilus,ban_2,blueBans,2016-03-11
Leblanc,ban_2,blueBans,2016-03-11
Poppy,ban_2,blueBans,2016-03-11
Quinn,ban_2,blueBans,2016-03-11
KogMaw,ban_2,blueBans,2016-03-12
Nautilus,ban_2,blueBans,2016-03-12
Bard,ban_2,blueBans,2016-03-12
KogMaw,ban_2,blueBans,2016-03-12
Quinn,ban_2,blueBans,2016-03-17
Gragas,ban_2,blueBans,2016-03-17
Bard,ban_2,blueBans,2016-03-17
Zilean,ban_2,blueBans,2016-03-17
Kindred,ban_2,blueBans,2016-03-18
Gragas,ban_2,blueBans,2016-03-18
Alistar,ban_2,blueBans,2016-03-18
Viktor,ban_2,blueBans,2016-03-18
Quinn,ban_2,blueBans,2016-03-19
Poppy,ban_2,blueBans,2016-03-19
Zilean,ban_2,blueBans,2016-03-19
Gragas,ban_2,blueBans,2016-03-19
Alistar,ban_2,blueBans,2016-03-20
Kassadin,ban_2,blueBans,2016-03-20
Alistar,ban_2,blueBans,2016-03-20
Leblanc,ban_2,blueBans,2016-03-20
Zilean,ban_2,blueBans,2016-03-24
Quinn,ban_2,blueBans,2016-03-24
Trundle,ban_2,blueBans,2016-03-24
Kalista,ban_2,blueBans,2016-03-24
Gragas,ban_2,blueBans,2016-03-25
Ezreal,ban_2,blueBans,2016-03-25
Gragas,ban_2,blueBans,2016-03-25
Quinn,ban_2,blueBans,2016-03-25
Fiora,ban_2,blueBans,2016-03-26
Azir,ban_2,blueBans,2016-03-26
Leblanc,ban_2,blueBans,2016-03-26
Lulu,ban_2,blueBans,2016-03-26
Leblanc,ban_2,blueBans,2016-03-27
Elise,ban_2,blueBans,2016-03-27
Leblanc,ban_2,blueBans,2016-03-27
Graves,ban_2,blueBans,2016-03-27
Leblanc,ban_2,blueBans,2016-04-15
Leblanc,ban_2,blueBans,2016-04-15
Gragas,ban_2,blueBans,2016-04-15
Leblanc,ban_2,blueBans,2016-04-15
Gragas,ban_2,blueBans,2016-04-15
Trundle,ban_2,blueBans,2016-04-16
Ryze,ban_2,blueBans,2016-04-16
Trundle,ban_2,blueBans,2016-04-16
Ryze,ban_2,blueBans,2016-04-17
Nidalee,ban_2,blueBans,2016-04-17
Ryze,ban_2,blueBans,2016-04-17
Vladimir,ban_2,blueBans,2016-06-09
Nidalee,ban_2,blueBans,2016-06-09
Ryze,ban_2,blueBans,2016-06-09
Azir,ban_2,blueBans,2016-06-09
Kindred,ban_2,blueBans,2016-06-10
Azir,ban_2,blueBans,2016-06-10
Bard,ban_2,blueBans,2016-06-10
Braum,ban_2,blueBans,2016-06-10
Azir,ban_2,blueBans,2016-06-11
Blitzcrank,ban_2,blueBans,2016-06-11
Ashe,ban_2,blueBans,2016-06-11
Ryze,ban_2,blueBans,2016-06-11
Ryze,ban_2,blueBans,2016-06-16
Varus,ban_2,blueBans,2016-06-16
Ashe,ban_2,blueBans,2016-06-16
Blitzcrank,ban_2,blueBans,2016-06-16
Kindred,ban_2,blueBans,2016-06-17
Vladimir,ban_2,blueBans,2016-06-17
Irelia,ban_2,blueBans,2016-06-17
Sivir,ban_2,blueBans,2016-06-17
Alistar,ban_2,blueBans,2016-06-18
Shen,ban_2,blueBans,2016-06-18
Trundle,ban_2,blueBans,2016-06-18
Ryze,ban_2,blueBans,2016-06-18
Swain,ban_2,blueBans,2016-06-24
Shen,ban_2,blueBans,2016-06-24
Kassadin,ban_2,blueBans,2016-06-24
Vladimir,ban_2,blueBans,2016-06-24
Elise,ban_2,blueBans,2016-06-25
Hecarim,ban_2,blueBans,2016-06-25
Jhin,ban_2,blueBans,2016-06-25
Ezreal,ban_2,blueBans,2016-06-25
Trundle,ban_2,blueBans,2016-06-26
Ryze,ban_2,blueBans,2016-06-26
Graves,ban_2,blueBans,2016-06-26
Thresh,ban_2,blueBans,2016-06-26
Azir,ban_2,blueBans,2016-07-09
Kassadin,ban_2,blueBans,2016-07-09
Morgana,ban_2,blueBans,2016-07-09
Leona,ban_2,blueBans,2016-07-09
Azir,ban_2,blueBans,2016-07-10
Ryze,ban_2,blueBans,2016-07-10
RekSai,ban_2,blueBans,2016-07-10
Nidalee,ban_2,blueBans,2016-07-10
Gangplank,ban_2,blueBans,2016-07-15
RekSai,ban_2,blueBans,2016-07-15
Hecarim,ban_2,blueBans,2016-07-15
Thresh,ban_2,blueBans,2016-07-15
Anivia,ban_2,blueBans,2016-07-16
RekSai,ban_2,blueBans,2016-07-16
Leona,ban_2,blueBans,2016-07-16
Gangplank,ban_2,blueBans,2016-07-16
Nidalee,ban_2,blueBans,2016-07-16
Leblanc,ban_2,blueBans,2016-07-16
Varus,ban_2,blueBans,2016-07-17
Taliyah,ban_2,blueBans,2016-07-17
Shen,ban_2,blueBans,2016-07-17
Alistar,ban_2,blueBans,2016-07-17
Shen,ban_2,blueBans,2016-07-17
Nidalee,ban_2,blueBans,2016-07-17
Braum,ban_2,blueBans,2016-07-22
Varus,ban_2,blueBans,2016-07-22
Shen,ban_2,blueBans,2016-07-22
Alistar,ban_2,blueBans,2016-07-22
,ban_2,blueBans,2016-07-23
Kassadin,ban_2,blueBans,2016-07-23
Jhin,ban_2,blueBans,2016-07-23
Kassadin,ban_2,blueBans,2016-07-23
Shen,ban_2,blueBans,2016-07-23
Graves,ban_2,blueBans,2016-07-23
Alistar,ban_2,blueBans,2016-07-24
Varus,ban_2,blueBans,2016-07-24
Kassadin,ban_2,blueBans,2016-07-24
Malzahar,ban_2,blueBans,2016-07-24
Gnar,ban_2,blueBans,2016-07-24
Kassadin,ban_2,blueBans,2016-07-24
Malzahar,ban_2,blueBans,2016-07-29
RekSai,ban_2,blueBans,2016-07-29
Nidalee,ban_2,blueBans,2016-07-29
Gnar,ban_2,blueBans,2016-07-29
Sivir,ban_2,blueBans,2016-07-30
Malzahar,ban_2,blueBans,2016-07-30
Leblanc,ban_2,blueBans,2016-07-30
Kassadin,ban_2,blueBans,2016-07-30
Graves,ban_2,blueBans,2016-07-30
Gnar,ban_2,blueBans,2016-07-30
Trundle,ban_2,blueBans,2016-07-31
Gnar,ban_2,blueBans,2016-07-31
Varus,ban_2,blueBans,2016-07-31
Alistar,ban_2,blueBans,2016-07-31
Leblanc,ban_2,blueBans,2016-07-31
Gragas,ban_2,blueBans,2016-07-31
Nidalee,ban_2,blueBans,2016-08-05
Kassadin,ban_2,blueBans,2016-08-05
Shen,ban_2,blueBans,2016-08-05
Vladimir,ban_2,blueBans,2016-08-05
Anivia,ban_2,blueBans,2016-08-06
KogMaw,ban_2,blueBans,2016-08-06
Viktor,ban_2,blueBans,2016-08-06
Hecarim,ban_2,blueBans,2016-08-06
Vladimir,ban_2,blueBans,2016-08-06
Gangplank,ban_2,blueBans,2016-08-06
Kassadin,ban_2,blueBans,2016-08-07
Gangplank,ban_2,blueBans,2016-08-07
TahmKench,ban_2,blueBans,2016-08-07
Kassadin,ban_2,blueBans,2016-08-07
Ashe,ban_2,blueBans,2016-08-07
Gangplank,ban_2,blueBans,2016-08-07
Vladimir,ban_2,blueBans,2016-08-17
TahmKench,ban_2,blueBans,2016-08-17
Vladimir,ban_2,blueBans,2016-08-17
Vladimir,ban_2,blueBans,2016-08-18
Lissandra,ban_2,blueBans,2016-08-18
Vladimir,ban_2,blueBans,2016-08-18
Lissandra,ban_2,blueBans,2016-08-18
Ekko,ban_2,blueBans,2016-08-21
Gnar,ban_2,blueBans,2016-08-21
Vladimir,ban_2,blueBans,2016-08-21
Jhin,ban_2,blueBans,2016-09-02
Lissandra,ban_2,blueBans,2016-09-02
Jhin,ban_2,blueBans,2016-09-02
Karma,ban_2,blueBans,2016-09-03
Nidalee,ban_2,blueBans,2016-09-03
RekSai,ban_2,blueBans,2016-09-03
Gangplank,ban_2,blueBans,2016-09-03
Caitlyn,ban_2,blueBans,2016-09-03
Karma,ban_2,blueBans,2016-09-04
TwistedFate,ban_2,blueBans,2016-09-04
Karma,ban_2,blueBans,2016-09-04
Jhin,ban_2,blueBans,2017-02-10
Jhin,ban_2,blueBans,2017-02-10
Camille,ban_2,blueBans,2017-02-10
Camille,ban_2,blueBans,2017-02-10
Camille,ban_2,blueBans,2017-02-10
Shen,ban_2,blueBans,2017-02-11
Ryze,ban_2,blueBans,2017-02-11
Shen,ban_2,blueBans,2017-02-11
Khazix,ban_2,blueBans,2017-02-11
Zyra,ban_2,blueBans,2017-02-12
Zyra,ban_2,blueBans,2017-02-12
Malzahar,ban_2,blueBans,2017-02-12
Varus,ban_2,blueBans,2017-02-12
Malzahar,ban_2,blueBans,2017-02-17
Zyra,ban_2,blueBans,2017-02-17
Ryze,ban_2,blueBans,2017-02-17
Zyra,ban_2,blueBans,2017-02-17
Zyra,ban_2,blueBans,2017-02-17
Malzahar,ban_2,blueBans,2017-02-18
Jhin,ban_2,blueBans,2017-02-18
Corki,ban_2,blueBans,2017-02-18
Ryze,ban_2,blueBans,2017-02-18
Maokai,ban_2,blueBans,2017-03-03
Cassiopeia,ban_2,blueBans,2017-03-03
